                    combo28    att406    att622   guard18     id868     id740    small4     att10
        IDLE + 0.5s         0         1         0         4         0         0         3     27415
        IDLE + 0.6s         0         1         0        50         0         0         3     27415
        IDLE + 0.6s         0         1         0         5         0         0         7     27415
        IDLE + 0.6s         0         1         0         1         0         0         0     27415
        IDLE + 0.6s         0         1         0         0         0         0         2     27415
        IDLE + 0.7s         0         1         0         0         0         0         7     27415
        IDLE + 0.7s         0         1         0         1         0         0         0     27415
        IDLE + 0.7s         0         1         0         0         0       818         0     27415
        IDLE + 0.8s         0         1         0         1         0         0         0     27415
        IDLE + 0.8s         0         1         0         7         0         0         1  3312590730
        IDLE + 0.8s         0         1         0      9133         0         0         1  3312590730
        IDLE + 0.9s         0         1         0        18         0         0         7  3312590730
        IDLE + 0.9s         0         1         0         0         0         0         7  3312590730
        IDLE + 0.9s         0         1         0         0         0         0  1067031552  3312590730
        IDLE + 0.9s         0         1         0         7         0         0         7  1065772646
        IDLE + 1.0s         0         1         0         7         0       530         7  1065772646
        IDLE + 1.0s         0         1         0         0         0         0  1099884800  1065772646
        IDLE + 1.0s         0         1         0         0         0       530  1099884800  1065772646
        IDLE + 1.1s         0  1056964608         0      2232         0       517  1099884800  1065772646
        IDLE + 1.1s         0  1056964608         0         0         0         0        18  1065772646
        IDLE + 1.1s         0  1056964608         0         0  3222543615       791         1  1065772646
        IDLE + 1.2s         0  1056964608         0         1         0         0         0  1065772646
        IDLE + 1.2s         0  1056964608         0         0         0         0        18  1065772646
        IDLE + 1.2s         0  1142692241         0         0         0       517        18  1065772646
        IDLE + 1.3s         0  1142692241         0        18  3222624378       517         0  1065772646
        IDLE + 1.3s         0  1142692241         0         0  3222624378         0         0  1065772646
        IDLE + 1.3s         0  1142692241         0         0  3222685034         0         0  1065772646
        IDLE + 1.3s         0  1142692241         0        16  3222685034         0         0  1065772646
        IDLE + 1.4s         0  1142692241         0        18  3222773920         0         1  1065772646
        IDLE + 1.4s         0  1142692241         0         0         0         0         0  1065772646
        IDLE + 1.4s         0  1142692241         0         0         0         0        24  1065772646
        IDLE + 1.5s         0  1142692241         0        24         0         0        12  1065772646
        IDLE + 1.5s        57         1        57        50         0       961         0     27415
        IDLE + 1.5s        57         1        57         0         0       961         0     27415
        IDLE + 1.6s        57         1        57         0         0         0         0     27415
        IDLE + 1.6s        57         1        57        14         0         0         0     27415
        IDLE + 1.6s        57         1        57         1         0       903        14     27415
        IDLE + 1.7s        57  1056964608        57         1         0       903         2     27415
        IDLE + 1.7s        57  1056964608        57         1         0         0         2     27415
        IDLE + 1.7s        57  1056964608        57         9         0         0         0     27415
        IDLE + 1.7s        57  1056964608        57         0         0        80         0     27415
        IDLE + 1.8s        57  1056964608        57         1         0         0         0     27415
        IDLE + 1.8s        57  1056964608        57        50         0         0         0  4294967295
        IDLE + 1.9s        57  1056964608        57      8545         0       530         0  4294967295
        IDLE + 1.9s        57  1056964608        57         6         0       936         0  4294967295
        IDLE + 1.9s        57  1056964608        57         0         0         0         1  4294967295
        IDLE + 2.0s        57  1056964608        57         0         0         0  1053315072  4294967295
        IDLE + 2.0s        57  1065353216        57         6         0         0  1053315072         0
        IDLE + 2.1s        57  1065353216        57         0         0         0  1053315072         0
        IDLE + 2.1s        57  1065353216        57         1         0         0  1053315072         0
        IDLE + 2.1s        57  1065353216        57        10         0         0  1053315072         0
        IDLE + 2.1s        57  1065353216        57        50       868         0        12         0
        IDLE + 2.2s        57  1065353216        57         4       868         0        12         0
        IDLE + 2.2s  3170401357  1065353216  3204230089         0       868         0        12  1065353216
        IDLE + 2.2s  3170401357  1065353216  3204230089         7       868         0         1  1065353216
        IDLE + 2.3s  3170401357  1065353216  3204230089        52         0         0         0  1065353216
        IDLE + 2.3s  3170401357  1065353216  3204230089         0         0         0         0  1065353216
        IDLE + 2.4s        57         1        57         1         0         0        24     27415
        IDLE + 2.4s        57         1        57      8827         0       530         0     27415
        IDLE + 2.4s        57         1        57        52         0       530         7     27415
        IDLE + 2.5s        57         1        57         1         0         0         7     27415
        IDLE + 2.5s        57         1        57         8         0         0         7  1059280826
        IDLE + 2.5s        57         1        57         1         0       530        16  1059280826
        IDLE + 2.6s        57         1        57         0         0       530         7  1059280826
        IDLE + 2.6s        57         1        57         1         0         0         1  1059280826
        IDLE + 2.6s        57         1        57         6         0         0         1  1059280826
        IDLE + 2.7s        57         1        57         0       869         0         1     27415
        IDLE + 2.7s        57         1        57         8       869       536         1     27415
        IDLE + 2.7s        57         1        57         1       869         0         8     27415
        IDLE + 2.8s        57         1        57         6       869         0         8     27415
        IDLE + 2.8s        57         1        57         0       869         0         8     27415
        IDLE + 2.8s        57         1        57         1       869         0         8     27415
        IDLE + 2.8s         0         1         0         0       869         0         8  3216991678
        IDLE + 2.9s         0         1         0         1       869         0         1  3216991678
        IDLE + 2.9s         0         1         0         1         0         0         3  3216991678
        IDLE + 3.0s         0         1         0         1         0         0        18  3216991678
        IDLE + 3.0s         0         1         0         0         0         0         0  3179346944
        IDLE + 3.0s         0         1         0        24         0       517         0  3179346944
        IDLE + 3.1s         0         1         0         2         0       517         3  3179346944
        IDLE + 3.1s         0         1         0         1         0         0         3  3179346944
        IDLE + 3.1s         0         1         0         0         0         0         0  3179346944
        IDLE + 3.2s         0         1         0         7         0         0         0  3179346944
        IDLE + 3.2s         0         1         0         1         0         0         0  3296067584
        IDLE + 3.2s         0         1         0         2         0       903         0  3296067584
        IDLE + 3.2s         0         1         0         1         0         0         0  3296067584
        IDLE + 3.3s         0         1         0      8827         0         0         0  3296067584
        IDLE + 3.3s         0         1         0         0         0         0        18  3296067584
        IDLE + 3.3s  1065353216  1092584641  1065353216        11         0        84         7  4294967295
        IDLE + 3.4s  1065353216  1092584641  1065353216         0         0        84         7  4294967295
        IDLE + 3.4s  1065353216  1092584641  1065353216         0         0        84         1  4294967295
        IDLE + 3.4s  1065353216  1092584641  1065353216        18         0        84         0  4294967295
        IDLE + 3.5s  1065353216  1092584641  1065353216        11         0         0         0  4294967295
        IDLE + 3.5s  1065353216  1092584641  1065353216         0         0        80         0      1267
        IDLE + 3.5s  1065353216  1092584641  1065353216         1         0        80        18      1267
        IDLE + 3.6s  1065353216  1092584641  1065353216        50         0        80         4      1267
        IDLE + 3.6s  1065353216  1092584641  1065353216         0         0         0        18      1267
        IDLE + 3.6s  1065353216  1092584641  1065353216         0         0        80        18      1267
        IDLE + 3.6s  1065353216  1092584641  1065353216         0         0       530        18      1267
        IDLE + 3.7s  1065353216  1092584641  1065353216         0         0       530         7  3312590730
        IDLE + 3.7s  1065353216  1092584641  1065353216         0         0         0         7  3312590730
        IDLE + 3.8s  1065353216         0  1065353216        14         0        82         2  3312590730
        IDLE + 3.9s  1065353216         0  1065353216         3         0         0         2  1178862062
        IDLE + 3.9s  1065353216         0  1065353216         0         0         0         0  1178862062
        IDLE + 3.9s  1065353216         0  1065353216         0         0       968         0  1178862062
        IDLE + 4.0s  1065353216         0  1065353216         2         0         0        18  1178862062
